player_id,season,injury,fromDate,untilDate,days
171209,14/15,Torn lateral ankle ligament,2014-07-17,2014-07-28,12
171209,12/13,Outer ligament tear,2013-02-11,2013-02-21,11
80894,24/25,Fever,2024-11-23,2024-11-25,3
80894,22/23,Fever,2023-04-01,2023-04-04,4
80894,21/22,Intestinal virus,2022-04-24,2022-04-27,4
80894,20/21,Corona virus,2021-03-27,2021-04-07,12
80894,20/21,Broken hand,2020-12-12,2021-01-15,35
80894,19/20,flu,2020-02-21,2020-02-25,5
80894,18/19,Hand injury,2018-10-07,2018-10-17,11
80894,15/16,Hand injury,2016-04-03,2016-07-30,119
80894,14/15,unknown injury,2014-12-14,2015-01-06,24
336869,24/25,Ankle injury,2024-10-15,2025-01-15,93
336869,21/22,Torn lateral ankle ligament,2021-07-17,2021-08-31,46
336869,20/21,unknown injury,2021-04-04,2021-04-21,18
336869,20/21,unknown injury,2020-12-29,2021-01-05,8
336869,18/19,Stomach flu,2018-11-29,2018-12-03,5
336869,17/18,influenza,2018-02-20,2018-02-27,8
336869,16/17,muscular problems,2016-11-30,2016-12-09,10
336869,16/17,Adductor injury,2016-11-02,2016-11-25,24
316590,21/22,Corona virus,2022-06-15,2022-06-23,9
316590,18/19,Outer ligament tear,2019-02-16,2019-03-04,17
692036,23/24,Hamstring injury,2023-07-24,2024-04-30,282
108354,20/21,Virus,2020-10-19,2020-10-29,11
108354,18/19,Knock,2018-08-09,2018-08-19,11
1051756,24/25,Outer ligament tear,2024-09-10,2024-10-17,38
1051756,23/24,Foot surgery,2024-02-23,2024-04-30,68
810096,21/22,Adductor pain,2021-09-06,2021-09-21,16
138927,24/25,Cruciate ligament tear,2024-10-06,2025-08-01,300
138927,23/24,Muscle injury,2023-09-19,2023-09-26,8
138927,22/23,Rest,2023-05-12,2023-05-15,4
138927,22/23,Muscle injury,2023-01-16,2023-02-01,17
138927,21/22,Knock,2022-05-10,2022-05-14,5
138927,21/22,Corona virus,2022-01-14,2022-01-28,15
138927,21/22,muscular problems,2021-12-15,2022-01-10,27
138927,21/22,Calf problems,2021-09-20,2021-10-22,33
138927,20/21,Muscle injury,2021-04-28,2021-08-20,115
138927,20/21,Hamstring injury,2021-02-15,2021-04-20,65
138927,20/21,Muscle injury,2021-01-11,2021-02-12,33
138927,20/21,Muscle injury,2020-11-28,2020-12-08,11
138927,20/21,Inner ligament injury,2020-10-02,2020-11-20,50
138927,19/20,flu,2020-03-07,2020-03-12,6
138927,18/19,Torn muscle bundle,2019-03-07,2019-04-15,40
1185046,24/25,Muscle injury,2025-02-01,2025-03-20,48
334665,22/23,unknown injury,2023-01-26,2023-06-30,156
334665,22/23,unknown injury,2022-10-06,2022-11-03,29
334665,20/21,Cartilage damage,2021-02-06,2022-06-20,500
334665,19/20,unknown injury,2019-10-23,2019-11-20,29
334665,18/19,unknown injury,2019-03-14,2019-04-11,29
334665,16/17,unknown injury,2016-11-03,2016-11-17,15
334665,16/17,Ill,2016-09-30,2016-10-03,4
74861,22/23,Knock,2022-09-27,2022-10-03,7
74861,22/23,Fitness,2022-08-30,2022-09-26,28
74861,21/22,Cruciate ligament tear,2021-11-20,2022-08-30,284
74861,21/22,Quarantine,2021-08-14,2021-08-25,12
74861,19/20,Foot injury,2019-07-21,2019-08-25,36
74861,18/19,ankle sprain,2019-03-11,2019-04-08,29
74861,18/19,ankle sprain,2018-08-18,2018-08-27,10
74861,16/17,Knock,2017-03-07,2017-03-21,15
74861,15/16,Ankle injury,2015-08-13,2015-08-20,8
74861,14/15,Thigh problems,2014-11-19,2014-11-28,10
74861,14/15,Ill,2014-10-27,2014-11-03,8
997474,24/25,Muscle injury,2024-11-13,2024-11-27,15
461843,21/22,Corona virus,2021-12-28,2022-01-05,9
165334,24/25,Ankle injury,2024-10-11,2025-03-20,161
165334,20/21,Hamstring injury,2021-05-01,2021-05-14,14
165334,20/21,Ankle injury,2021-01-27,2021-02-28,33
165334,20/21,Quarantine,2020-10-02,2020-10-20,19
165334,19/20,Hamstring injury,2019-10-26,2020-01-17,84
165334,19/20,ankle sprain,2019-08-29,2019-09-02,5
165334,17/18,Knee injury,2017-12-12,2017-12-22,11
165334,15/16,Eye injury,2015-09-24,2015-09-30,7
756990,24/25,Muscle injury,2025-01-10,2025-01-16,7
756990,21/22,Quarantine,2021-07-22,2021-07-29,8
464373,24/25,Broken hand,2024-12-13,2025-02-12,62
464373,20/21,Broken arm,2022-03-21,2022-06-30,102
464373,20/21,unknown injury,2021-02-01,2021-02-23,23
464373,20/21,Quarantine,2020-10-16,2020-10-26,11
408534,20/21,Corona virus,2021-02-06,2021-02-18,13
701769,23/24,Cruciate ligament tear,2024-02-19,2024-10-19,244
586746,24/25,unknown injury,2024-09-24,2024-10-07,14
586746,20/21,unknown injury,2021-03-22,2021-06-21,92
408574,24/25,Groin injury,2024-10-01,2024-11-28,59
408574,23/24,Thigh problems,2024-03-02,2024-03-11,10
408574,23/24,Calf injury,2024-01-17,2024-02-10,25
408574,23/24,unknown injury,2023-12-11,2023-12-14,4
408574,22/23,Virus,2023-03-23,2023-03-30,8
408574,21/22,Calf injury,2022-05-09,2022-05-12,4
408574,20/21,Corona virus,2021-04-23,2021-05-06,14
408574,20/21,Calf injury,2021-02-14,2021-02-15,2
408574,20/21,bruise,2020-09-26,2020-09-29,4
408574,18/19,Tendonitis,2019-01-02,2019-04-11,100
408574,18/19,Metatarsal fracture,2018-08-31,2019-01-01,124
408574,17/18,Hamstring injury,2018-03-25,2018-04-06,13
711159,24/25,Cruciate ligament tear,2024-07-13,2025-03-31,262
711159,23/24,unknown injury,2024-02-10,2024-03-31,51
711159,22/23,Torn muscle fiber,2023-03-18,2023-05-05,49
711159,22/23,unknown injury,2022-09-22,2022-10-19,28
284526,24/25,Dead leg,2025-01-18,2025-03-20,62
284526,23/24,unknown injury,2024-04-28,2024-06-30,64
284526,23/24,unknown injury,2024-04-09,2024-04-15,7
284526,23/24,Dead leg,2024-02-26,2024-03-05,9
284526,23/24,Ill,2023-09-27,2023-10-03,7
284526,23/24,unknown injury,2023-07-31,2023-08-28,29
284526,20/21,Thigh problems,2020-11-06,2021-01-09,65
290256,24/25,Muscle injury,2024-09-22,2024-12-24,94
290256,22/23,Injury to the ankle,2023-01-08,2023-06-30,174
290256,18/19,Muscle injury,2019-04-14,2019-09-15,155
504617,24/25,Foot injury,2024-11-02,2025-02-02,93
177130,19/20,Cruciate ligament tear,2019-08-29,2020-11-02,432
258475,23/24,Ill,2024-04-19,2024-04-22,4
258475,22/23,Knee injury,2023-03-13,2023-07-13,123
258475,18/19,unknown injury,2018-11-19,2018-12-27,39
258475,18/19,unknown injury,2018-09-10,2018-09-17,8
1182970,23/24,Knee collateral ligament strain,2024-11-05,2024-01-28,-281
480774,24/25,muscular problems,2024-11-24,2024-12-31,38
480774,24/25,Pubic bone irritation,2024-08-21,2024-11-02,74
480774,23/24,Pubic bone bruise,2024-06-26,2024-07-30,35
480774,23/24,Hamstring injury,2024-02-07,2024-03-29,52
480774,22/23,Torn ankle ligaments,2023-01-07,2023-03-06,59
480774,21/22,Adductor pain,2021-08-01,2021-08-10,10
480774,20/21,Bruise on ankle,2021-04-29,2021-05-18,20
480774,18/19,Knee problems,2018-11-05,2018-11-22,18
816702,22/23,unknown injury,2022-08-05,2022-11-25,113
429929,23/24,Muscle injury,2024-01-15,2024-02-25,42
429929,23/24,Ankle injury,2023-09-01,2023-12-30,121
429929,21/22,Hamstring injury,2021-11-11,2021-11-26,16
429929,21/22,Ill,2021-08-05,2021-08-12,8
228433,24/25,unknown injury,2024-10-21,2025-03-20,151
228433,23/24,unknown injury,2023-10-26,2023-12-11,47
228433,22/23,unknown injury,2023-02-06,2023-02-16,11
228433,21/22,Knee injury,2021-10-20,2021-11-16,28
228433,20/21,Corona virus,2020-12-28,2021-01-07,11
228433,19/20,Hamstring strain,2019-10-19,2019-10-31,13
228433,17/18,Fitness,2018-05-02,2018-05-07,6
228433,17/18,double ligament tear,2018-04-10,2018-05-04,25
228433,17/18,Foot bruise,2018-02-19,2018-02-22,4
228433,16/17,minor knock,2017-04-10,2017-04-13,4
228433,15/16,Syndesmotic ligament tear,2016-04-25,2016-06-30,67
35645,24/25,Fever,2025-02-03,2025-02-06,4
35645,20/21,open wound,2021-04-15,2021-04-26,12
35645,20/21,Edema in the knee,2021-02-20,2021-04-10,50
35645,20/21,Corona virus,2020-12-01,2020-12-07,7
35645,12/13,muscular problems,2012-11-23,2013-01-05,44
510578,23/24,Shoulder injury,2023-06-25,2023-08-06,43
173589,24/25,unknown injury,2025-02-16,2025-03-20,33
173589,24/25,Fitness,2025-01-01,2025-01-06,6
173589,23/24,Knee problems,2024-04-05,2024-04-08,4
173589,23/24,unknown injury,2024-01-16,2024-02-05,21
173589,19/20,unknown injury,2019-08-08,2019-08-26,19
700669,23/24,Tendon rupture,2023-11-22,2024-06-30,222
187295,23/24,Knee problems,2023-11-06,2023-12-10,35
187295,23/24,Hamstring injury,2023-09-29,2023-10-04,6
187295,23/24,Torn muscle fiber,2023-07-20,2023-07-30,11
187295,19/20,unknown injury,2019-10-11,2019-11-07,28
187295,18/19,minor knock,2019-01-25,2019-02-12,19
187295,18/19,unknown injury,2018-07-01,2018-08-10,41
187295,13/14,Metatarsal fracture,2014-01-03,2014-03-28,85
284728,24/25,Torn muscle bundle,2025-01-29,2025-02-15,18
198816,24/25,Muscle injury,2024-11-17,2024-11-27,11
198816,23/24,Ankle sprain,2024-02-25,2024-03-09,14
198816,23/24,Muscle injury,2023-08-31,2023-09-16,17
198816,22/23,Knee injury,2023-03-11,2023-04-09,30
198816,22/23,Knock,2022-12-22,2023-01-27,37
198816,22/23,unknown injury,2022-10-08,2022-11-03,27
198816,22/23,Knock,2022-08-23,2022-09-03,12
198816,21/22,Cheekbone surgery,2021-10-02,2021-10-21,20
198816,20/21,Muscle injury,2021-05-03,2021-06-07,36
198816,20/21,Calf muscle tear,2020-10-03,2020-11-10,39
198816,14/15,Broken nose bone,2014-09-28,2014-10-15,18
198816,13/14,Torn lateral knee ligament,2013-09-15,2013-10-05,21
522253,24/25,Knee problems,2024-11-01,2024-11-06,6
522253,22/23,Adductor injury,2023-03-05,2023-04-30,57
522253,22/23,Adductor pain,2023-02-23,2023-03-03,9
522253,22/23,concussion,2022-10-15,2022-10-28,14
522253,21/22,Knee problems,2022-04-03,2022-04-18,16
522253,21/22,Outer ligament problems,2021-12-03,2022-01-10,39
522253,21/22,Corona virus,2021-10-22,2021-11-21,31
522253,21/22,cold,2021-09-14,2021-09-19,6
522253,20/21,Rest,2021-03-10,2021-03-10,1
522253,20/21,Ill,2020-10-14,2020-10-18,5
522253,19/20,Knee problems,2019-11-20,2019-12-15,26
522253,19/20,muscular problems,2019-08-05,2019-08-11,7
522253,18/19,Hip injury,2018-08-30,2018-09-09,11
798772,24/25,Broken collarbone,2024-09-14,2024-12-31,109
798772,23/24,muscular problems,2024-01-29,2024-05-27,120
798772,23/24,Torn muscle fiber,2023-10-02,2023-11-27,57
652270,24/25,Muscle injury,2024-09-06,2024-10-07,32
652270,19/20,concussion,2019-08-25,2019-10-14,51
278566,23/24,Cruciate ligament tear,2024-06-02,2025-03-20,292
30670,20/21,Knock,2021-01-13,2021-01-29,17
30670,16/17,Ankle injury,2017-01-14,2017-02-24,42
30670,15/16,Achilles tendon problems,2016-01-02,2016-02-19,49
30670,12/13,Ankle injury,2012-12-26,2013-01-01,7
160624,23/24,muscular problems,2023-08-20,2023-09-18,30
160624,21/22,Tendon rupture,2022-06-20,2022-09-04,77
160624,14/15,Ligament stretching,2015-05-06,2015-05-20,15
160624,13/14,Shoulder injury,2013-12-04,2013-12-18,15
103819,18/19,Back problems,2018-10-10,2018-12-31,83
103819,17/18,unknown injury,2018-04-02,2018-04-17,16
103819,16/17,Knee injury,2017-05-10,2017-05-31,22
103819,16/17,Calf strain,2017-01-20,2017-02-02,14
103819,16/17,Torn thigh muscle,2016-10-10,2016-11-01,23
103819,16/17,Calf injury,2016-08-27,2016-09-13,18
103819,14/15,Knee injury,2014-10-28,2014-12-05,39
103819,13/14,Tonsillitis,2013-12-30,2014-01-15,17
187945,12/13,Ankle injury,2013-06-23,2013-09-04,74
187945,11/12,Knee injury,2012-04-11,2012-08-04,116
555499,24/25,Calf problems,2025-02-04,2025-02-17,14
555499,24/25,Fitness,2025-01-15,2025-02-03,20
555499,24/25,Syndesmotic ligament tear,2024-11-27,2025-01-14,49
555499,24/25,Outer ligament tear,2024-08-29,2024-09-20,23
555499,23/24,Torn ankle ligaments,2024-04-17,2024-05-26,40
555499,23/24,muscular problems,2024-03-08,2024-03-13,6
555499,22/23,Torn muscle fiber,2023-04-09,2023-05-08,30
555499,22/23,Meniscus tear,2022-09-22,2022-12-31,101
537367,23/24,Meniscus tear,2023-07-06,2024-01-01,180
537367,20/21,Broken finger,2020-09-22,2020-10-18,27
347253,24/25,unknown injury,2025-01-12,2025-01-24,13
347253,24/25,Ankle sprain,2024-12-27,2025-01-01,6
347253,24/25,unknown injury,2024-09-24,2024-10-02,9
347253,24/25,unknown injury,2024-09-01,2024-09-11,11
347253,23/24,Ankle sprain,2024-04-07,2024-05-03,27
347253,22/23,Stomach flu,2023-04-07,2023-04-12,6
347253,22/23,Ankle injury,2023-03-02,2023-03-15,14
347253,22/23,muscular problems,2023-01-14,2023-01-21,8
347253,22/23,Muscle fatigue,2022-11-09,2022-11-12,4
347253,22/23,Leg injury,2022-08-19,2022-08-29,11
347253,21/22,Hamstring injury,2021-10-18,2021-11-06,20
276998,24/25,Ankle injury,2025-01-24,2025-01-26,3
276998,22/23,Tibia and fibula fracture,2022-09-05,2023-04-20,228
276998,21/22,unknown injury,2022-05-06,2022-05-09,4
276998,20/21,Back problems,2021-05-06,2021-05-11,6
276998,20/21,Groin problems,2021-04-23,2021-04-29,7
276998,19/20,unknown injury,2020-07-09,2020-07-20,12
276998,16/17,Foot bruise,2017-04-14,2017-05-09,26
276998,16/17,Metatarsal fracture,2016-08-29,2017-01-08,133
1261029,24/25,Outer ligament problems,2025-02-01,2025-03-20,48
157766,21/22,Back problems,2021-11-29,2021-12-10,12
157766,19/20,stomach problems,2020-02-10,2020-02-13,4
157766,17/18,Thigh problems,2017-07-23,2017-08-07,16
157766,16/17,Meniscus injury,2016-07-08,2016-09-15,70
333650,24/25,Ankle ligament tear,2024-07-06,2024-08-04,30
333650,20/21,Shoulder injury,2020-08-16,2020-12-31,138
496857,24/25,Adductor pain,2024-12-15,2025-03-20,96
496857,24/25,Rest,2024-12-07,2024-12-13,7
496857,24/25,Adductor pain,2024-12-06,2024-12-11,6
496857,24/25,Adductor pain,2024-11-24,2024-12-02,9
496857,23/24,Muscle injury,2023-07-13,2023-08-09,28
496857,21/22,unknown injury,2021-12-14,2021-12-31,18
496857,21/22,Ill,2021-10-29,2021-11-05,8
496857,21/22,Meniscus injury,2021-08-09,2021-09-25,48
496857,20/21,Ill,2021-05-10,2021-05-14,5
496857,19/20,Inner ligament injury,2020-06-12,2020-09-01,82
496857,19/20,strain,2020-02-19,2020-02-29,11
496857,19/20,unknown injury,2019-10-01,2019-10-04,4
496857,19/20,Ill,2019-09-18,2019-09-24,7
496857,18/19,unknown injury,2019-05-08,2019-05-13,6
934527,24/25,Broken ankle,2025-02-01,2025-05-02,91
934527,24/25,Muscle fatigue,2024-11-09,2024-11-21,13
934527,24/25,Adductor tear,2024-10-02,2024-10-23,22
314398,22/23,Foot injury,2022-09-05,2022-09-08,4
314398,21/22,Knee injury,2022-05-16,2022-07-18,64
314398,21/22,Knee injury,2022-04-11,2022-05-12,32
314398,19/20,Groin problems,2020-06-08,2020-06-15,8
314398,18/19,minor knock,2019-03-21,2019-03-25,5
314398,18/19,infection,2019-02-14,2019-02-18,5
314398,18/19,Toe injury,2019-01-28,2019-02-04,8
314398,18/19,Knee injury,2018-10-11,2018-10-29,19
81512,23/24,unknown injury,2023-09-17,2023-09-30,14
81512,19/20,Hamstring injury,2019-11-25,2019-12-06,12
81512,18/19,Shoulder injury,2018-12-27,2019-01-18,23
81512,16/17,Hip injury,2017-02-28,2017-04-07,39
81512,16/17,Hamstring injury,2017-01-21,2017-02-04,15
620493,22/23,Muscle injury,2022-06-24,2022-08-11,49
620493,21/22,Ill,2022-04-21,2022-04-26,6
620493,19/20,unknown injury,2019-09-04,2019-09-16,13
399361,21/22,Ankle sprain,2022-03-13,2022-05-31,80
399361,21/22,Ill,2021-12-19,2021-12-28,10
399361,21/22,Neck injury,2021-11-24,2021-11-30,7
399361,20/21,Corona virus,2020-10-02,2020-10-15,14
53847,24/25,Back injury,2025-01-04,2025-01-27,24
53847,24/25,Torn muscle bundle,2024-10-19,2024-12-01,44
53847,24/25,Torn muscle bundle,2024-08-17,2024-09-13,28
53847,17/18,Calf injury,2017-11-13,2017-12-05,23
170927,21/22,unknown injury,2022-02-09,2022-02-23,15
170927,21/22,unknown injury,2021-12-20,2021-12-23,4
170927,21/22,unknown injury,2021-08-28,2021-09-26,30
170927,20/21,Muscle injury,2021-01-21,2021-02-11,22
170927,19/20,Calf stiffness,2020-06-26,2020-06-28,3
170927,19/20,unknown injury,2020-03-03,2020-03-10,8
170927,19/20,Ill,2019-09-10,2019-09-16,7
170927,18/19,Foot injury,2018-10-29,2018-11-09,12
170927,17/18,Knee problems,2018-03-24,2018-03-26,3
474143,20/21,Cervical spine injury,2021-03-07,2021-03-28,22
134425,24/25,Knee problems,2024-12-20,2025-01-07,19
134425,23/24,unknown injury,2024-04-25,2024-05-05,11
134425,23/24,Ill,2024-04-11,2024-04-16,6
134425,22/23,Hamstring injury,2023-03-09,2023-04-02,25
134425,22/23,Knee problems,2023-02-09,2023-02-12,4
134425,22/23,Hamstring injury,2023-01-05,2023-02-02,29
134425,20/21,Knock,2021-01-08,2021-01-12,5
134425,20/21,Calf strain,2020-11-14,2020-11-20,7
134425,19/20,Hamstring injury,2020-02-02,2020-02-24,23
134425,18/19,Back injury,2018-09-02,2018-09-14,13
134425,17/18,Hamstring injury,2018-02-13,2018-03-11,27
134425,17/18,Back problems,2017-11-06,2017-11-15,10
134425,16/17,Calf strain,2016-10-03,2016-10-14,12
134425,15/16,Groin injury,2016-03-21,2016-04-18,29
134425,14/15,Ankle injury,2015-02-08,2015-02-19,12
349873,19/20,Knee injury,2019-08-01,2019-12-14,136
349873,18/19,Cruciate ligament tear,2018-09-04,2019-03-04,182
606850,22/23,unknown injury,2022-11-06,2023-01-15,71
555820,24/25,Knee injury,2024-11-23,2024-12-26,34
555820,24/25,Foot injury,2024-09-25,2024-10-16,22
555820,22/23,Adductor tear,2023-05-30,2023-06-18,20
555820,22/23,Adductor injury,2023-03-26,2023-04-11,17
555820,22/23,flu,2023-03-06,2023-03-08,3
555820,22/23,Knee problems,2023-02-16,2023-02-23,8
555820,20/21,Corona virus,2021-04-04,2021-04-16,13
452222,24/25,Ill,2024-09-26,2024-09-28,3
452222,23/24,Back problems,2023-11-01,2023-12-01,31
452222,22/23,strain,2023-05-13,2023-05-29,17
452222,22/23,infection,2023-04-25,2023-05-01,7
452222,22/23,influenza,2023-02-25,2023-03-03,7
452222,22/23,Adductor pain,2023-01-09,2023-01-17,9
452222,22/23,Outer ligament tear,2022-09-14,2022-10-26,43
452222,20/21,Bruise on the ankle joint,2021-04-15,2021-04-26,12
585950,22/23,unknown injury,2023-05-18,2023-05-23,6
585950,22/23,Knee injury,2022-08-22,2022-08-25,4
614464,24/25,unknown injury,2024-09-19,2025-01-13,117
159258,22/23,Torn muscle fiber,2023-01-08,2023-01-25,18
159258,21/22,Ill,2022-02-26,2022-03-02,5
159258,21/22,Calf problems,2021-08-13,2021-08-17,5
159258,19/20,Torn muscle fiber,2019-10-08,2019-11-04,28
159258,19/20,Acromioclavicular joint dislocation,2019-09-09,2019-09-16,8
159258,19/20,Knee injury,2019-08-03,2019-08-15,13
159258,14/15,Adductor pain,2015-03-17,2015-03-20,4
234790,21/22,Foot injury,2022-09-01,2022-09-08,8
234790,18/19,Knee injury,2019-05-26,2019-08-18,85
234790,18/19,unknown injury,2019-02-28,2019-04-18,50
234790,18/19,unknown injury,2018-08-11,2019-02-26,200
646402,23/24,ankle sprain,2024-02-04,2024-02-25,22
646402,20/21,Corona virus,2020-11-24,2020-12-10,17
812990,24/25,Broken fibula,2025-01-30,2025-08-31,214
812990,24/25,Dislocation fracture of the ankle joint,2025-01-30,2025-08-31,214
448699,23/24,Fitness,2024-01-01,2024-04-15,106
448699,22/23,Knee surgery,2023-01-01,2023-12-31,365
934523,24/25,Muscle fiber tear,2025-02-25,2025-03-24,28
239972,20/21,Corona virus,2020-12-18,2021-01-31,45
528618,24/25,strain,2024-09-03,2024-09-13,11
528618,23/24,Ankle problems,2023-07-18,2023-08-22,36
862753,24/25,unknown injury,2025-01-15,2025-01-29,15
862753,23/24,unknown injury,2024-04-17,2024-05-01,15
250437,24/25,Cracked bone,2025-03-02,2025-03-20,19
250437,21/22,Torn muscle bundle,2021-08-25,2021-09-25,32
633992,24/25,Collateral ligament injury,2024-08-26,2024-10-04,40
633992,23/24,Hamstring injury,2024-02-07,2024-03-25,48
633992,23/24,Shoulder injury,2023-09-25,2023-10-02,8
633992,23/24,Dead leg,2023-03-26,2023-04-20,26
392131,24/25,concussion,2025-02-13,2025-02-20,8
392131,24/25,Ill,2024-11-29,2024-11-04,-24
392131,24/25,Knee problems,2024-09-20,2024-10-02,13
392131,23/24,Ill,2024-03-09,2024-03-11,3
392131,23/24,Stomach flu,2024-01-07,2024-01-09,3
392131,22/23,muscular problems,2023-03-26,2023-03-28,3
392131,22/23,Ankle problems,2022-11-11,2022-11-14,4
392131,22/23,Knee injury,2022-09-05,2022-09-12,8
392131,21/22,Thigh problems,2021-08-09,2021-08-17,9
392131,19/20,Cruciate ligament tear,2020-01-06,2020-07-31,208
337372,24/25,unknown injury,2025-02-17,2025-03-20,32
337372,21/22,unknown injury,2021-10-17,2021-12-31,76
337372,20/21,unknown injury,2020-10-05,2020-10-12,8
925808,23/24,Cruciate ligament tear,2024-04-12,2025-03-20,343
925808,23/24,Knee injury,2024-04-08,2025-03-20,347
858772,24/25,Knee problems,2024-09-09,2025-03-20,193
253316,22/23,muscle stiffness,2022-08-02,2022-09-15,45
253316,21/22,unknown injury,2022-04-16,2022-04-30,15
253316,21/22,unknown injury,2022-01-19,2022-02-12,25
253316,21/22,unknown injury,2021-12-13,2021-12-27,15
253316,21/22,unknown injury,2021-10-11,2021-10-19,9
253316,21/22,unknown injury,2021-09-21,2021-09-27,7
253316,21/22,Calf muscle tear,2021-08-08,2021-08-28,21
253316,20/21,Knee surgery,2020-08-13,2021-02-28,200
253316,18/19,Dead leg,2018-08-13,2018-09-15,34
253316,17/18,Ill,2018-03-30,2018-04-03,5
670717,22/23,Muscle injury,2023-01-26,2023-03-05,39
1020363,24/25,unknown injury,2024-07-15,2024-10-13,91
117674,24/25,Fitness,2025-02-18,2025-03-20,31
117674,24/25,Inner ligament injury,2025-02-09,2025-02-18,10
117674,23/24,Ill,2024-01-26,2024-01-29,4
117674,23/24,Back problems,2023-11-30,2023-12-03,4
117674,23/24,Ill,2023-08-15,2023-08-24,10
117674,22/23,Back problems,2022-07-28,2022-08-02,6
117674,20/21,Corona virus,2020-12-19,2020-12-29,11
117674,17/18,Ill,2017-12-15,2017-12-18,4
117674,17/18,stomach problems,2017-09-28,2017-10-02,5
117674,16/17,Knee problems,2017-01-05,2017-01-19,15
117674,16/17,Appendectomy,2016-07-04,2016-08-25,53
117674,15/16,Knee problems,2016-01-07,2016-02-08,33
117674,14/15,Back problems,2015-03-05,2015-03-12,8
117674,14/15,influenza,2014-09-18,2014-09-29,12
117674,13/14,Ill,2014-03-03,2014-03-06,4
42717,19/20,Shoulder injury,2019-12-16,2020-01-06,22
667903,24/25,Ill,2024-12-25,2024-12-31,7
454386,24/25,Ankle surgery,2025-01-10,2025-05-31,142
454386,24/25,Virus,2024-12-05,2024-12-12,8
454386,24/25,Injury to the ankle,2024-04-27,2024-10-24,181
454386,23/24,unknown injury,2023-12-15,2023-12-21,7
454386,23/24,unknown injury,2023-12-01,2023-12-05,5
454386,19/20,Ankle ligament tear,2020-07-04,2020-08-12,40
149577,23/24,Hamstring injury,2024-04-22,2025-01-11,265
149577,23/24,Hamstring injury,2024-02-01,2024-04-17,77
149577,19/20,Cruciate ligament tear,2020-03-01,2020-09-02,186
149577,15/16,Hamstring injury,2016-01-04,2016-02-23,51
149577,15/16,Adductor injury,2015-12-07,2015-12-29,23
149577,15/16,unknown injury,2015-11-23,2015-12-04,12
649031,24/25,Muscle injury,2024-09-14,2024-11-15,63
649031,22/23,unknown injury,2023-05-09,2023-07-01,54
375434,20/21,concussion,2021-05-08,2021-05-20,13
356197,24/25,Ankle surgery,2024-08-18,2025-02-15,182
356197,23/24,Ankle injury,2024-05-11,2024-06-30,51
356197,23/24,ankle sprain,2024-01-18,2024-03-25,68
